TripID,CustomerName,PickupLocation,DropoffLocation,PickupTime,DropoffTime,Status,Fare,Driver,DistanceMiles,DurationMinutes
7419fee6-ed85-443a-b6e4-d1d3827283ce,Customer 776,Castle Rock,US Air Force Academy,2025-11-26T02:53:34.859546,2025-11-26T03:59:34.859546,No Show,91.8,John Doe,60.4,66
f25e2734-4e12-46ee-adeb-d13fad1de7fd,Customer 772,Manitou Springs,Colorado Springs Airport,2025-11-26T04:14:42.859546,2025-11-26T04:43:42.859546,Completed,27.21,John Doe,12.0,29
0e91223a-0e17-43d5-808b-17a2378aecd8,Customer 736,Denver International Airport,Colorado Springs Airport,2025-11-26T07:47:33.859546,2025-11-26T09:20:33.859546,Completed,122.52,Auto-Dispatch,85.0,93
8f820abe-e5dc-40ba-ab65-99f1676e2bcb,Customer 932,Castle Rock,Garden of the Gods,2025-11-26T15:30:59.859546,2025-11-26T16:45:59.859546,Completed,101.75,Peter Teehan,68.4,75
d8fecab5-10d3-49f6-8884-dab04343c3b7,Customer 211,Garden of the Gods,US Air Force Academy,2025-11-26T21:02:59.859546,2025-11-26T21:50:59.859546,Completed,40.39,Peter Teehan,19.5,48
c27319df-a747-4611-9daa-95d29fd7fa4c,Customer 388,Denver International Airport,US Air Force Academy,2025-11-27T09:21:20.859546,2025-11-27T10:47:20.859546,Cancelled,115.08,Peter Teehan,79.1,86
8d5684b2-9096-45ed-9310-db9703793d45,Customer 648,Garden of the Gods,Downtown COS,2025-11-27T10:10:50.859546,2025-11-27T10:19:50.859546,No Show,15.0,Jane Smith,3.8,9
59530e0a-fb51-478a-ada8-76883ea3a147,Customer 875,Colorado Springs Airport,US Air Force Academy,2025-11-27T13:21:39.859546,2025-11-27T13:39:39.859546,Completed,19.49,Jane Smith,7.6,18
cd6e1da3-d044-4e83-afb5-dada93ab7608,Customer 800,Colorado Springs Airport,US Air Force Academy,2025-11-27T19:52:52.859546,2025-11-27T20:21:52.859546,No Show,26.96,Peter Teehan,11.8,29
477d26c9-a004-4251-bd31-b662a5f6f3e5,Customer 550,Castle Rock,Garden of the Gods,2025-11-27T22:43:01.859546,2025-11-28T00:18:01.859546,Completed,124.4,Auto-Dispatch,86.5,95
bac02602-2f27-4490-8744-a6975dfe940a,Customer 657,Denver International Airport,Manitou Springs,2025-11-28T04:41:14.859546,2025-11-28T06:11:14.859546,Cancelled,119.36,Jane Smith,82.5,90
f1c4b8fe-cd59-42b1-84e6-7e697c076f11,Customer 159,Denver International Airport,Castle Rock,2025-11-28T07:41:49.859546,2025-11-28T08:59:49.859546,Completed,105.34,Auto-Dispatch,71.3,78
1093ed82-732d-4041-b09c-f7aab3a88ee2,Customer 565,Manitou Springs,The Broadmoor,2025-11-28T09:03:58.859546,2025-11-28T09:25:58.859546,Completed,22.03,John Doe,9.0,22
c6003b95-2a0d-4486-b4cb-329540ca97f9,Customer 654,Manitou Springs,US Air Force Academy,2025-11-28T09:08:05.859546,2025-11-28T09:30:05.859546,Cancelled,21.87,Jane Smith,8.9,22
bb17111b-ded4-4914-91fe-e924a2e0fc64,Customer 853,Colorado Springs Airport,Garden of the Gods,2025-11-28T10:41:29.859546,2025-11-28T11:07:29.859546,Cancelled,24.58,Jane Smith,10.5,26
07cf461d-c39b-44d1-a6be-c41f6db8aab4,Customer 751,Castle Rock,US Air Force Academy,2025-11-28T16:57:56.859546,2025-11-28T18:32:56.859546,Completed,124.36,Peter Teehan,86.5,95
79f5492d-4a70-4c9f-acd8-b5c6082d4bb5,Customer 608,US Air Force Academy,Colorado Springs Airport,2025-11-28T20:06:20.859546,2025-11-28T20:14:20.859546,Completed,15.0,Auto-Dispatch,3.5,8
424f68f3-f397-4c6f-ab39-626296d50eaf,Customer 732,Garden of the Gods,Castle Rock,2025-11-29T15:31:08.859546,2025-11-29T16:37:08.859546,Completed,91.36,John Doe,60.1,66
f3b2e92f-84eb-49e2-801d-0f557dcccf47,Customer 448,Colorado Springs Airport,Castle Rock,2025-11-29T17:10:15.859546,2025-11-29T18:52:15.859546,No Show,132.76,John Doe,93.2,102
6a67729d-5ce3-429d-9d90-a2a050c1cae0,Customer 408,US Air Force Academy,Colorado Springs Airport,2025-11-29T19:37:59.859546,2025-11-29T19:49:59.859546,Completed,15.18,Auto-Dispatch,5.1,12
ef3411a0-acf9-44dc-9275-293a4571e234,Customer 756,US Air Force Academy,Castle Rock,2025-11-29T20:36:56.859546,2025-11-29T22:02:56.859546,Cancelled,114.07,Peter Teehan,78.3,86
44d844cd-4c67-44cf-afe8-daf26cb9d5ab,Customer 344,Denver International Airport,Garden of the Gods,2025-11-29T22:12:52.859546,2025-11-29T23:19:52.859546,Completed,92.81,John Doe,61.3,67
6d84550e-3bba-47dd-b9c9-8d94afc9a731,Customer 728,Downtown COS,Castle Rock,2025-11-30T01:58:31.859546,2025-11-30T03:38:31.859546,No Show,130.45,John Doe,91.4,100
0ffcd8e9-ca4c-4e49-9093-679f190dd746,Customer 915,Garden of the Gods,Colorado Springs Airport,2025-11-30T03:43:03.859546,2025-11-30T04:20:03.859546,Completed,32.29,Auto-Dispatch,14.9,37
f7054779-8f35-4c54-8e87-855cf124b344,Customer 648,Downtown COS,Castle Rock,2025-11-30T13:24:21.859546,2025-11-30T15:05:21.859546,Completed,131.83,Peter Teehan,92.5,101
a1160fb8-dccf-4b81-b452-6c3ef43f7102,Customer 272,Manitou Springs,US Air Force Academy,2025-11-30T19:22:20.859546,2025-11-30T19:59:20.859546,Completed,32.19,Peter Teehan,14.8,37
617b56c2-1bf6-4d16-b03e-b0323d0f8a8c,Customer 388,Manitou Springs,Denver International Airport,2025-12-01T04:23:57.859546,2025-12-01T05:53:57.859546,Cancelled,119.3,Peter Teehan,82.4,90
76dd3e2e-b5cc-424f-ba59-328c53ea2b60,Customer 353,Colorado Springs Airport,Castle Rock,2025-12-01T13:59:50.859546,2025-12-01T15:13:50.859546,Completed,100.38,Jane Smith,67.3,74
603d78f9-893d-4c62-9e8f-afde4b42e266,Customer 844,Manitou Springs,Castle Rock,2025-12-01T15:16:53.859546,2025-12-01T16:45:53.859546,Completed,117.93,John Doe,81.3,89
2445c017-f452-4ad7-b12e-4d432bcb1d29,Customer 214,Colorado Springs Airport,US Air Force Academy,2025-12-01T19:16:04.859546,2025-12-01T19:32:04.859546,Completed,17.83,Auto-Dispatch,6.6,16
9c5ae213-7ddf-41d4-a6c5-b41201d61f85,Customer 186,Garden of the Gods,Castle Rock,2025-12-01T19:48:34.859546,2025-12-01T21:10:34.859546,Cancelled,109.54,Auto-Dispatch,74.6,82
ee87dd0c-a15f-4189-8754-874981377054,Customer 478,US Air Force Academy,The Broadmoor,2025-12-02T04:25:32.859546,2025-12-02T04:46:32.859546,Completed,21.54,John Doe,8.7,21
782e92b4-329f-4bef-bc49-23b23f6b7842,Customer 220,Denver International Airport,The Broadmoor,2025-12-02T06:42:01.859546,2025-12-02T08:01:01.859546,Completed,106.27,Auto-Dispatch,72.0,79
7f3e1b66-10d0-41f5-8ad3-f98a2777ed53,Customer 798,Downtown COS,The Broadmoor,2025-12-02T11:36:52.859546,2025-12-02T11:45:52.859546,Cancelled,15.0,John Doe,4.0,9
8cef3a97-d2f3-4bac-a7e0-3646dec45a92,Customer 771,Downtown COS,Castle Rock,2025-12-02T15:26:49.859546,2025-12-02T16:46:49.859546,Completed,107.52,Peter Teehan,73.0,80
9af116b4-8e9e-4559-9a06-5b0866c66a73,Customer 936,Garden of the Gods,Downtown COS,2025-12-02T16:42:10.859546,2025-12-02T17:28:10.859546,Completed,38.75,Jane Smith,18.6,46
5f79df1f-93aa-4e5e-8419-08cec2c6a565,Customer 876,Garden of the Gods,Colorado Springs Airport,2025-12-03T00:53:17.859546,2025-12-03T01:01:17.859546,Completed,15.0,John Doe,3.2,8
265c75b2-f419-4a5c-9992-f6a6bfd0452f,Customer 167,Garden of the Gods,Denver International Airport,2025-12-03T10:47:09.859546,2025-12-03T11:57:09.859546,Completed,96.82,Peter Teehan,64.5,70
01c37f64-c82b-49d8-b45b-0d437b0e2250,Customer 410,Downtown COS,Castle Rock,2025-12-03T12:36:05.859546,2025-12-03T13:42:05.859546,No Show,91.76,Peter Teehan,60.4,66
72c81388-5ffa-49d2-bef7-ebf0e0832ab1,Customer 156,Manitou Springs,Garden of the Gods,2025-12-04T00:33:10.859546,2025-12-04T00:56:10.859546,Cancelled,22.62,Auto-Dispatch,9.4,23
3f214d20-420e-4e6d-be59-3a5807d9835f,Customer 505,Downtown COS,The Broadmoor,2025-12-04T00:35:10.859546,2025-12-04T00:48:10.859546,Completed,15.88,John Doe,5.5,13
3c07463e-2430-4b4b-99f2-46c2667afc37,Customer 185,The Broadmoor,Denver International Airport,2025-12-04T07:36:11.859546,2025-12-04T09:11:11.859546,Completed,125.33,Auto-Dispatch,87.3,95
02b93b5c-f03f-4831-b9ba-3f199a7669b9,Customer 695,Manitou Springs,Colorado Springs Airport,2025-12-04T11:28:29.859546,2025-12-04T11:59:29.859546,Completed,28.06,Jane Smith,12.5,31
0a1f1efb-31b8-46a0-a0c5-3a3934be6ed6,Customer 844,Manitou Springs,Denver International Airport,2025-12-04T12:17:10.859546,2025-12-04T13:28:10.859546,No Show,97.38,Auto-Dispatch,64.9,71
4154933a-8c86-43e6-a357-324b7d42830b,Customer 870,US Air Force Academy,Castle Rock,2025-12-04T15:31:13.859546,2025-12-04T17:05:13.859546,Completed,123.24,Jane Smith,85.6,94
9b2b9458-ac81-4b3c-95e3-ff2d240cd4db,Customer 529,Manitou Springs,Garden of the Gods,2025-12-04T19:10:56.859546,2025-12-04T19:45:56.859546,Completed,30.97,Jane Smith,14.1,35
3f64b83a-a9d9-473e-b0e8-21abfcb725be,Customer 538,US Air Force Academy,Garden of the Gods,2025-12-04T19:13:07.859546,2025-12-04T19:58:07.859546,Completed,38.25,Jane Smith,18.3,45
f2e9be64-a290-4150-9950-95cc99c73e7d,Customer 873,US Air Force Academy,The Broadmoor,2025-12-05T00:09:23.859546,2025-12-05T00:25:23.859546,Completed,17.61,John Doe,6.5,16
a4484559-ced0-46d3-9cca-fa8faffb1f65,Customer 896,The Broadmoor,Downtown COS,2025-12-05T00:37:09.859546,2025-12-05T01:07:09.859546,Completed,27.66,Peter Teehan,12.2,30
717ba748-e62d-4ab8-b7db-f0bfe8ca0774,Customer 523,Garden of the Gods,Denver International Airport,2025-12-05T05:19:39.859546,2025-12-05T06:51:39.859546,Completed,121.56,Jane Smith,84.2,92
bc6747dd-0abc-417a-bbc3-b0073914995c,Customer 626,The Broadmoor,Garden of the Gods,2025-12-06T03:07:46.859546,2025-12-06T03:47:46.859546,Cancelled,34.77,John Doe,16.3,40
c1c7a84a-70c1-498f-a3e3-e808b41704f9,Customer 531,US Air Force Academy,The Broadmoor,2025-12-06T20:59:25.859546,2025-12-06T21:11:25.859546,No Show,15.19,Auto-Dispatch,5.1,12
c34770d6-e3af-436c-817a-1a528851183e,Customer 986,Castle Rock,Manitou Springs,2025-12-07T02:47:51.859546,2025-12-07T03:55:51.859546,Completed,93.88,John Doe,62.1,68
8958f44e-a87a-4b2e-b700-dd3138b2dbcf,Customer 309,Downtown COS,Garden of the Gods,2025-12-07T10:08:43.859546,2025-12-07T10:26:43.859546,Completed,18.86,Jane Smith,7.2,18
2a392da7-038e-47db-8fbe-2c821a52da47,Customer 362,Manitou Springs,US Air Force Academy,2025-12-07T10:35:40.859546,2025-12-07T10:57:40.859546,Completed,21.76,Peter Teehan,8.9,22
1d4690db-63fb-46c5-adbf-c397c7cecf82,Customer 159,Garden of the Gods,US Air Force Academy,2025-12-07T16:59:13.859546,2025-12-07T17:16:13.859546,Completed,18.67,Peter Teehan,7.1,17
3700d587-2410-4506-a7d9-2df23826fa27,Customer 684,The Broadmoor,Manitou Springs,2025-12-08T17:32:05.859546,2025-12-08T18:02:05.859546,Completed,27.75,John Doe,12.3,30
f61dd9fa-67d0-409e-9e6d-1dc651c2dfbd,Customer 489,Denver International Airport,US Air Force Academy,2025-12-09T06:10:22.859546,2025-12-09T07:43:22.859546,Completed,122.94,Auto-Dispatch,85.4,93
3ff7d0ef-fcb1-452c-b0f9-2ea75206a012,Customer 809,Garden of the Gods,Castle Rock,2025-12-09T20:52:30.859546,2025-12-09T22:04:30.859546,Completed,98.11,John Doe,65.5,72
08a0e51d-3480-4377-9ba4-a08b33622473,Customer 112,Downtown COS,Denver International Airport,2025-12-09T21:16:17.859546,2025-12-09T22:57:17.859546,Completed,131.53,Auto-Dispatch,92.2,101
a46de675-9cd0-4c1a-b00b-3ae59e7a4315,Customer 228,Garden of the Gods,The Broadmoor,2025-12-10T04:50:29.859546,2025-12-10T05:38:29.859546,Completed,40.39,Peter Teehan,19.5,48
1210669d-03bc-4bfe-9c1f-9e01e8c900e1,Customer 427,Castle Rock,The Broadmoor,2025-12-10T06:14:07.859546,2025-12-10T07:50:07.859546,Completed,125.67,Peter Teehan,87.5,96
e8d851df-82ed-4f0b-92b4-6bde2797c50b,Customer 154,Castle Rock,Colorado Springs Airport,2025-12-10T11:25:58.859546,2025-12-10T12:46:58.859546,Completed,109.06,Peter Teehan,74.2,81
725ecc94-453e-493f-bbb8-55b6df9f42bc,Customer 723,Denver International Airport,Castle Rock,2025-12-10T14:34:35.859546,2025-12-10T15:43:35.859546,Completed,94.78,Peter Teehan,62.8,69
9d316f8c-80b9-4a96-b06f-1fcd0a794807,Customer 863,Garden of the Gods,US Air Force Academy,2025-12-10T19:36:43.859546,2025-12-10T20:14:43.859546,No Show,33.48,John Doe,15.6,38
6e5bc38d-4e74-444f-bc42-049acd83cea8,Customer 980,Garden of the Gods,Downtown COS,2025-12-10T22:33:33.859546,2025-12-10T22:52:33.859546,Completed,20.2,Jane Smith,8.0,19
6ef5b7d6-7b0a-4fb0-997c-ca69216c52d1,Customer 485,Manitou Springs,Colorado Springs Airport,2025-12-11T02:04:19.859546,2025-12-11T02:14:19.859546,No Show,15.0,Auto-Dispatch,4.3,10
fe4269c8-853c-45b4-b370-323d7d9acdb4,Customer 911,Denver International Airport,The Broadmoor,2025-12-11T03:22:22.859546,2025-12-11T04:47:22.859546,Completed,113.06,Auto-Dispatch,77.4,85
bf07ef02-fc57-4f71-a1c1-e136fb8f4948,Customer 586,US Air Force Academy,Manitou Springs,2025-12-12T06:10:02.859546,2025-12-12T06:44:02.859546,No Show,30.61,John Doe,13.9,34
42800376-cbd8-45db-b3aa-d950b26a2d25,Customer 920,US Air Force Academy,The Broadmoor,2025-12-12T11:04:43.859546,2025-12-12T11:50:43.859546,No Show,38.55,Peter Teehan,18.5,46
f682ee11-7812-491a-b43e-ab6a63f26d0c,Customer 261,Downtown COS,Garden of the Gods,2025-12-12T14:04:15.859546,2025-12-12T14:24:15.859546,Completed,20.34,Auto-Dispatch,8.1,20
aebed16a-afc8-43b0-8b84-8cb18548df44,Customer 598,US Air Force Academy,The Broadmoor,2025-12-12T17:27:21.859546,2025-12-12T17:38:21.859546,Cancelled,15.0,Jane Smith,4.5,11
298af673-a18a-49fb-bf93-1e38db7edd8f,Customer 836,Colorado Springs Airport,Garden of the Gods,2025-12-12T23:42:31.859546,2025-12-13T00:24:31.859546,Cancelled,35.95,Auto-Dispatch,17.0,42
e4ca9952-e285-4254-bc03-377d3eebdd92,Customer 984,The Broadmoor,Manitou Springs,2025-12-13T12:28:23.859546,2025-12-13T12:55:23.859546,No Show,25.7,Peter Teehan,11.1,27
844a4c6a-e316-44a8-9aa2-7e97b469be53,Customer 479,Manitou Springs,Colorado Springs Airport,2025-12-13T20:36:04.859546,2025-12-13T21:13:04.859546,Completed,32.46,Auto-Dispatch,15.0,37
8e7d4006-4689-4d95-a7f5-4b46dfaabcc5,Customer 113,US Air Force Academy,The Broadmoor,2025-12-14T01:40:30.859546,2025-12-14T01:56:30.859546,Completed,17.67,John Doe,6.5,16
071b84eb-bf0d-4e81-a4ee-5c00d3be80d9,Customer 913,Castle Rock,Downtown COS,2025-12-14T09:59:56.859546,2025-12-14T11:21:56.859546,Cancelled,109.79,Jane Smith,74.8,82
67a62165-788f-4edb-a03b-f9fd27af62da,Customer 745,The Broadmoor,Denver International Airport,2025-12-14T17:49:05.859546,2025-12-14T18:55:05.859546,No Show,91.39,Auto-Dispatch,60.1,66
b6b10293-32b6-44c0-a0c5-8d6946327b1c,Customer 806,Garden of the Gods,Denver International Airport,2025-12-14T19:41:23.859546,2025-12-14T20:48:23.859546,Cancelled,92.75,Jane Smith,61.2,67
951aa7de-6832-49e0-8620-26a855358280,Customer 789,Colorado Springs Airport,Denver International Airport,2025-12-14T21:57:19.859546,2025-12-14T23:20:19.859546,No Show,111.52,Auto-Dispatch,76.2,83
969929c8-5827-415d-be44-f6d29448332d,Customer 829,The Broadmoor,Denver International Airport,2025-12-15T01:53:38.859546,2025-12-15T03:16:38.859546,Completed,111.19,Peter Teehan,76.0,83
a322be62-13a3-4287-8195-5d3e4df14afc,Customer 445,Manitou Springs,Garden of the Gods,2025-12-15T09:13:13.859546,2025-12-15T09:29:13.859546,Completed,17.57,Peter Teehan,6.5,16
b2921d13-3d7a-43e6-bb38-90779c22f0f8,Customer 429,Manitou Springs,The Broadmoor,2025-12-15T12:17:17.859546,2025-12-15T12:35:17.859546,Completed,19.43,Peter Teehan,7.5,18
54bf27d3-76d9-4190-b66e-e9671dbb3d1a,Customer 919,Colorado Springs Airport,Castle Rock,2025-12-15T23:01:08.859546,2025-12-16T00:19:08.859546,Cancelled,105.64,Auto-Dispatch,71.5,78
5ae552ee-6885-4de7-9407-b2b0d831436e,Customer 263,Downtown COS,The Broadmoor,2025-12-16T05:34:03.859546,2025-12-16T06:04:03.859546,Cancelled,27.48,John Doe,12.1,30
af506881-6c3f-4b94-aeb6-1318d3ca930c,Customer 188,US Air Force Academy,Downtown COS,2025-12-16T09:47:21.859546,2025-12-16T10:35:21.859546,Cancelled,39.97,Auto-Dispatch,19.3,48
dcfd44dc-5383-4317-be26-e7bcfa5f412e,Customer 865,Garden of the Gods,Manitou Springs,2025-12-16T16:41:34.859546,2025-12-16T16:56:34.859546,Completed,16.96,John Doe,6.1,15
2dc7bd6d-fc3e-49c3-8555-36d06ecd6700,Customer 356,Denver International Airport,Manitou Springs,2025-12-17T02:55:31.859546,2025-12-17T04:02:31.859546,Completed,92.89,Jane Smith,61.3,67
f244268d-8df1-48d0-8e73-25fccdfc07a8,Customer 465,Castle Rock,Garden of the Gods,2025-12-17T05:42:13.859546,2025-12-17T07:24:13.859546,Completed,132.24,John Doe,92.8,102
3c8dc046-7a71-4edf-91ff-711127f2d58f,Customer 459,Garden of the Gods,Denver International Airport,2025-12-17T05:46:14.859546,2025-12-17T07:28:14.859546,No Show,132.63,Peter Teehan,93.1,102
73d19c71-4df4-4516-bd2d-6f3daa29ace1,Customer 150,The Broadmoor,Denver International Airport,2025-12-17T12:32:27.859546,2025-12-17T13:38:27.859546,Cancelled,91.93,John Doe,60.5,66
4720aa5b-4b85-4517-831e-2495604a3eb5,Customer 821,Downtown COS,Garden of the Gods,2025-12-17T16:31:18.859546,2025-12-17T16:47:18.859546,No Show,17.76,Peter Teehan,6.6,16
22b0ff84-dffb-4615-ad7a-b16740d11fe4,Customer 705,Colorado Springs Airport,Downtown COS,2025-12-17T17:39:04.859546,2025-12-17T18:26:04.859546,Completed,39.68,Jane Smith,19.1,47
1767281e-afc0-4e18-abe3-a730a6684f39,Customer 633,Manitou Springs,The Broadmoor,2025-12-17T21:26:36.859546,2025-12-17T21:48:36.859546,Completed,21.84,John Doe,8.9,22
82c811f6-ad9f-49be-b141-3062ad41159c,Customer 564,Castle Rock,Colorado Springs Airport,2025-12-17T22:57:52.859546,2025-12-18T00:20:52.859546,No Show,111.11,Peter Teehan,75.9,83
ca12d520-83fe-4ac2-ab2d-780d4afe6bef,Customer 744,Downtown COS,US Air Force Academy,2025-12-18T02:56:30.859546,2025-12-18T03:20:30.859546,Cancelled,23.62,Jane Smith,9.9,24
c02b0dea-d8e6-4ebc-bd42-c5371a3fed84,Customer 337,Manitou Springs,Downtown COS,2025-12-18T08:07:43.859546,2025-12-18T08:34:43.859546,Completed,25.31,Auto-Dispatch,10.9,27
bf6cad63-c931-4ba6-bb8d-03d701c7066e,Customer 225,Manitou Springs,The Broadmoor,2025-12-18T09:30:13.859546,2025-12-18T09:41:13.859546,Completed,15.0,Peter Teehan,4.6,11
04636ec4-0f7a-420a-ba89-8e5ccfb3dbd4,Customer 883,Manitou Springs,Denver International Airport,2025-12-18T20:31:57.859546,2025-12-18T22:07:57.859546,Cancelled,126.29,Jane Smith,88.0,96
2125559f-2b7e-4d21-979e-0a3644aa16aa,Customer 696,The Broadmoor,Colorado Springs Airport,2025-12-19T03:06:21.859546,2025-12-19T03:32:21.859546,Completed,24.86,Jane Smith,10.6,26
b53a5817-61c5-4929-a963-9411ed6a3ccd,Customer 906,The Broadmoor,Garden of the Gods,2025-12-19T05:29:28.859546,2025-12-19T06:15:28.859546,No Show,38.8,Peter Teehan,18.6,46
0d19e1db-9340-47f3-b17e-0472f893b96f,Customer 963,Manitou Springs,Garden of the Gods,2025-12-19T07:46:28.859546,2025-12-19T08:15:28.859546,No Show,26.98,John Doe,11.8,29
2c528c6b-09f2-481b-a134-69f56dca808d,Customer 539,Downtown COS,Manitou Springs,2025-12-19T13:36:24.859546,2025-12-19T14:01:24.859546,No Show,24.22,Peter Teehan,10.3,25
807244d1-d130-4bfe-9b7c-17bf7d5d80cd,Customer 728,Garden of the Gods,The Broadmoor,2025-12-19T14:46:12.859546,2025-12-19T15:15:12.859546,Cancelled,26.58,Peter Teehan,11.6,29
4e6c0a90-5fe8-4a0e-bbaf-6405c0ba3a25,Customer 131,Garden of the Gods,The Broadmoor,2025-12-19T20:14:03.859546,2025-12-19T20:58:03.859546,Completed,37.67,Auto-Dispatch,18.0,44
d72d5876-8abb-4194-a6d8-d3d72bda559a,Customer 531,The Broadmoor,Garden of the Gods,2025-12-19T22:34:10.859546,2025-12-19T23:02:10.859546,Completed,26.22,Auto-Dispatch,11.4,28
74d13161-5be0-4148-b75a-aa42ebfeb338,Customer 383,Denver International Airport,The Broadmoor,2025-12-19T23:38:47.859546,2025-12-20T01:21:47.859546,Completed,133.3,Jane Smith,93.6,103
840f7f75-4b57-4538-9f96-a1c0e1b8477c,Customer 556,Manitou Springs,Colorado Springs Airport,2025-12-20T00:08:46.859546,2025-12-20T00:43:46.859546,Cancelled,30.97,John Doe,14.1,35
a40279cc-eab0-4383-98ba-fb2c1a29bd90,Customer 715,The Broadmoor,US Air Force Academy,2025-12-20T08:17:29.859546,2025-12-20T09:02:29.859546,Completed,38.28,Peter Teehan,18.3,45
09d1ddb5-24fa-413e-a7b7-45c4bbd86b64,Customer 873,The Broadmoor,Denver International Airport,2025-12-20T08:48:41.859546,2025-12-20T10:32:41.859546,Completed,134.85,John Doe,94.9,104
6fd43a30-3c7d-4a47-a0ac-73f2560364d6,Customer 357,US Air Force Academy,Downtown COS,2025-12-20T16:16:23.859546,2025-12-20T16:30:23.859546,No Show,16.61,John Doe,5.9,14
4b4ddccf-6f6e-451d-87d3-5f77fe17ad77,Customer 444,Colorado Springs Airport,Castle Rock,2025-12-20T21:58:32.859546,2025-12-20T23:41:32.859546,Completed,133.52,Auto-Dispatch,93.8,103
353cbdde-a6cf-483c-acb7-cd4154da2a68,Customer 420,Downtown COS,US Air Force Academy,2025-12-21T00:03:30.859546,2025-12-21T00:31:30.859546,Cancelled,25.93,John Doe,11.2,28
90df7d00-9cf3-4695-9ff1-431dfba1bb7a,Customer 985,Denver International Airport,Colorado Springs Airport,2025-12-21T00:48:50.859546,2025-12-21T02:15:50.859546,Completed,115.12,Jane Smith,79.1,87
6d9ac4f6-80a1-4c2e-b100-dc7b15c76c00,Customer 937,Garden of the Gods,Castle Rock,2025-12-21T07:00:38.859546,2025-12-21T08:16:38.859546,Completed,102.62,Jane Smith,69.1,76
923f18e6-34d6-4341-90e0-4c85ff103693,Customer 379,The Broadmoor,Denver International Airport,2025-12-21T08:34:50.859546,2025-12-21T10:04:50.859546,Cancelled,119.54,Jane Smith,82.6,90
0fa10aa3-8ece-438d-b094-4e04f6d5cf70,Customer 449,Downtown COS,Manitou Springs,2025-12-21T17:15:02.859546,2025-12-21T17:39:02.859546,Cancelled,23.46,Auto-Dispatch,9.8,24
84cbeb53-da88-46fe-a25a-0fe658824be4,Customer 258,Downtown COS,Denver International Airport,2025-12-22T04:19:11.859546,2025-12-22T05:59:11.859546,Completed,130.86,Peter Teehan,91.7,100
2dd8121a-1662-49af-95fe-267b3a2ae456,Customer 155,US Air Force Academy,Downtown COS,2025-12-22T17:05:42.859546,2025-12-22T17:47:42.859546,Completed,35.86,Peter Teehan,16.9,42
039138c3-6beb-44ea-9e96-a3a84b4ca831,Customer 412,Manitou Springs,US Air Force Academy,2025-12-22T21:04:30.859546,2025-12-22T21:39:30.859546,No Show,30.81,John Doe,14.0,35
3c55bb40-452b-40bb-93d3-68dbbfc5c201,Customer 158,US Air Force Academy,Castle Rock,2025-12-23T01:40:39.859546,2025-12-23T03:07:39.859546,Cancelled,115.35,Jane Smith,79.3,87
d923f541-5586-43c7-b623-35a6268f2f7a,Customer 166,Colorado Springs Airport,Manitou Springs,2025-12-23T04:23:30.859546,2025-12-23T04:59:30.859546,Completed,31.97,John Doe,14.7,36
fb749bec-661c-4479-8a9b-8d1d2f1f882a,Customer 173,Downtown COS,Manitou Springs,2025-12-23T06:33:37.859546,2025-12-23T07:12:37.859546,Cancelled,34.01,Jane Smith,15.9,39
33bd2559-21b6-41aa-ba35-7ee493b0ec46,Customer 472,The Broadmoor,Castle Rock,2025-12-23T09:01:22.859546,2025-12-23T10:22:22.859546,Completed,108.7,Jane Smith,74.0,81
4df6c71f-42b3-42d1-8caf-f677eacf8b41,Customer 393,Denver International Airport,Garden of the Gods,2025-12-23T12:05:19.859546,2025-12-23T13:27:19.859546,Completed,110.54,John Doe,75.4,82
78d5e4a6-7209-482b-a05a-b532cc31f796,Customer 979,US Air Force Academy,The Broadmoor,2025-12-23T21:38:47.859546,2025-12-23T22:07:47.859546,Completed,27.12,Peter Teehan,11.9,29
ddfc5145-482b-44d8-80bf-373a445f99c4,Customer 777,Denver International Airport,Colorado Springs Airport,2025-12-24T02:59:44.859546,2025-12-24T04:32:44.859546,Cancelled,122.27,Auto-Dispatch,84.8,93
40a4d5f4-d30b-4af7-b134-a54041a02527,Customer 893,Downtown COS,Castle Rock,2025-12-24T07:43:04.859546,2025-12-24T09:17:04.859546,Cancelled,123.13,John Doe,85.5,94
01cd78b5-6ee6-40ea-9407-b79470d353ec,Customer 871,US Air Force Academy,Manitou Springs,2025-12-24T12:21:22.859546,2025-12-24T12:59:22.859546,Completed,33.4,Auto-Dispatch,15.5,38
3dad0061-f6d2-4b15-9c3f-ed4dfce3d4e9,Customer 739,Denver International Airport,Castle Rock,2025-12-24T15:36:05.859546,2025-12-24T16:48:05.859546,Completed,98.22,John Doe,65.6,72
e024d56d-dd62-4942-9f83-6740e4592a89,Customer 645,Colorado Springs Airport,Garden of the Gods,2025-12-24T17:28:02.859546,2025-12-24T18:11:02.859546,Completed,36.5,Auto-Dispatch,17.3,43
8eecd70f-a3ca-4765-b696-57757d608789,Customer 765,Garden of the Gods,Manitou Springs,2025-12-25T19:03:00.859546,2025-12-25T19:39:00.859546,Completed,31.65,Auto-Dispatch,14.5,36
cd6e58f5-4974-4e8a-b43f-9d86ade16987,Customer 487,Denver International Airport,Downtown COS,2025-12-26T04:55:48.859546,2025-12-26T06:09:48.859546,Completed,101.45,Jane Smith,68.2,74
